timestamp,frame,dt_ms,mode,pipeline,run_tag,centroid_u,centroid_v,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_uncertainty,depth_metric,servo_dx_mm,servo_dy_mm,servo_dz_mm,err_m,iter_time_ms,robot_x_mm,robot_y_mm,robot_z_mm,fp_raw_x,fp_raw_y,fp_raw_z,err_px
1776828802.303620,1,100.8,detect,ekf,amazon_tissue_box_ekf,,,,,,,,,,,0.00,0.00,0.00,0.000000,13918.8,205.26,5.56,-52.85,,,,
1776828816.222875,2,13919.3,detect,ekf,amazon_tissue_box_ekf,629,511,-0.009385,0.128831,0.597228,0.000000,0.000000,0.000000,0.4472135954999579,0.5972277805089138,0.00,0.00,0.00,0.000000,4826.2,205.26,5.56,-44.85,,,,
1776828821.049789,3,4826.9,track,ekf,amazon_tissue_box_ekf,627,510,-0.011094,0.128010,0.597379,-0.000352,-0.000169,0.000031,3.4275117263286567,,7.50,1.33,-4.50,0.278758,9265.4,212.76,6.90,-57.35,,,,
1776828830.315632,4,9265.8,track,ekf,amazon_tissue_box_ekf,629,500,0.009691,0.065963,0.577260,-0.002072,0.006627,0.015059,6.391194858350165,,7.50,-1.16,-4.50,0.236837,763.8,220.26,5.73,-61.85,,,,
1776828831.080166,5,764.5,track,ekf,amazon_tissue_box_ekf,629,496,-0.011790,0.077842,0.255648,0.004121,0.017231,-0.007792,1.4439516457473938,,-1.50,1.41,-4.50,0.122885,616.1,218.76,7.15,-66.35,,,,
1776828831.696818,6,616.7,track,ekf,amazon_tissue_box_ekf,628,494,-0.012073,0.144955,0.562773,-0.009742,0.074328,0.021060,0.10320159425138799,0.5655060008560155,7.50,1.45,-4.50,0.257741,874.0,226.26,8.60,-70.85,,,,
1776828832.571884,7,875.1,track,ekf,amazon_tissue_box_ekf,631,486,-0.010007,0.134639,0.655100,-0.003402,0.015170,0.164435,0.2126673961392205,,7.50,1.20,-4.50,0.333638,911.0,233.76,9.80,-75.35,,,,
1776828833.483433,8,911.5,track,ekf,amazon_tissue_box_ekf,633,478,-0.007763,0.130892,0.776542,-0.001677,0.012199,0.161849,0.31412614919192366,,7.50,0.93,-4.50,0.446241,746.4,241.26,10.73,-79.85,,,,
1776828834.231118,9,747.7,track,ekf,amazon_tissue_box_ekf,635,473,-0.006205,0.140265,0.868767,-0.001148,0.028607,0.157278,0.449516145894535,,7.50,0.74,-4.50,0.537431,792.5,248.76,11.47,-84.35,,,,
1776828835.023919,10,792.8,track,ekf,amazon_tissue_box_ekf,636,466,-0.005589,0.148403,0.979571,-0.001646,0.024669,0.159590,0.5989610232824286,,7.50,0.67,-4.50,0.646850,769.7,256.26,12.14,-88.85,,,,
